"","Name","Reviewer","Date","Rating","Content","Review"
"1987","the dark knight","h-maslon99",2023-10-23,4," gratuitous
","salt burn did not hold together for me and i thought the cringy moments which were extreme and frequent were gratuitous. there seemed to be no sequence or lead up to the twists and turns of the main character. it's as if the filmmaker had an idea but didn't have a deep enough understanding if human psychology to really draw me in and pull it off. suddenly he was doing something i could barely watch.... and i just didn't believe it. it's was gorgeous, but it seemed all surface. i compared it to the talented mr ripely. a far better film that leads up slowly. giving us hints and and insight into leonardo di caprio character thus film did none of that. frankly i really did not like this film i gave it 4 stars for the visuals and some good acting."
"1988","the dark knight","preppy-3",2023-11-23,6," i give it a marginal recommendation
","a strange one. oliver (barry keoghan who looks like a young john hurt) is attending oxford university in the uk. he's shy and withdrawn. then he meets outgoing, charasmatic felix (jacob eldordi) and they become friends. felix invites oliver to spend the summer at his huge estate with him and his family. however his family is heavily dysfunctional and things get out of control. it all leads to an incredible twist ending that i didn't see coming. it's well-made and the acting is good. however it's slow-moving and the thick accents render some of the dialogue unintelligible. still i give it a marginal recommendation."
"1989","the dark knight","sadianusratt",2023-12-23,1," talented mr ripley minus the talent
","it started off as pretty strong then quickly turned into something like talented mr ripley. the whole thing is like someone from a ""working class"" family gets a taste of rich and wealthy lifestyle and not ready to let it go ever. just like mr ripley the main character dies and some gets the hint and that maybe he's not a nice person after all except the parents. the director also adds some major cringe scenes like the bathtub scene, outside window scene with the sister and the grave scene. the entire film in general has been a total time waste. all these hype and turns out it's just a copycat movie. also just like mr ripley, he (barry) gets rich off the family's wealth and gets away with it. terrible work."
"1990","the dark knight","n-whymark",2023-11-19,10," rollercoaster of a film
","such a banger if a film . had watched the trailer but deliberately did not read any reviews . barry keoghan is one of the main actors who i think is fantastic and such a top class new talent. richard e. grant as well was great. a real mixture of giggles, shocks twists and turns which i never saw coming. a few gasps and hands over the eyes moments . i don't want to give any spoilers as i think it ruins the experience of the film . set in a beautiful mansion house with fantastic scenery and filming . i would watch this again just to see if i pick anything up i missed the first time . top class film , acting and plot."
"1991","the dark knight","ernesti",2023-12-25,3," a social commentary that doesn't deliver as a film
","while watching the film i found myself constantly snacking and doing other chores and still getting bored just listening to the dialogue that does not tell the story. the absense of musical score, tension and poor pacing made this two hour film a great ordeal to overcome.there are filmmakers that have a lot to say and their movies lack unnecessary scenes and dialogs and are completely polished and engage the viewer completely. this movie has none of that. its maker obviously had social commentary in mind and she had seen ""call me by your name"" too. then it needs some disgusting and provocative scenes that didn't appear to do the trick because the maker failed to deliver the shock.it left me very little ideas to interpret and in the end it ended up being this the rich vs. the poor type of social commentary and climbing up in the foodchain kind of art movie. it was just too boring and didn't really give me the thrill of seeing a great piece of cinema. also using letterbox aspect was a poor artistic choice."
"1992","the dark knight","jromanbaker",2024-01-04,2," i liked the minotaur statue
","long, long ago there was a horror film made in 3d called ' the maze ' and in the centre there was something shocking and terrible. in this film there is something beautiful and threatening. a minotaur statue with more sexual potency than anything else in this meandering film. i like to think this statue was going to bring down the house of the ruling classes, but alas statues move terribly slowly. in all seriousness ( that's a laugh ) with shades of ' theorem ' and ' the servant ' a handsome young man gets involved with horror of horrors another young man and takes him home to his architecturally appalling pile and introduces him to daddy, mummy and infantile sister. familiar territory and with veiled homoeroticism a gullible audience like me gets a few hammer horror shocks. the grave scene by the way is not that shocking and only one scene is but no more spoilers. the actors do their best, but the two leading young males seemed to walk and dance their way through, but mulligan and pike steal what is left to steal. putting it gently i give it a three because in some weird way it does represent the uk today, and as an historical document for the future it maybe valid. if cinema as we feebly know it now exists by then."
"1993","the dark knight","bwren72",2024-01-06,1," disturbingly bad waste of time
","the movie is about a smart creepy kid that tries to leech off of the rich well to do family of the only friend he has at oxford over the summer. as the summer progresses his creepiness continues to grow in magnitude and he gets increasingly more pervy with his actions as he slowly kills off the family. i came into it thinking it was a horror or scary movie surrounded with a load of hype only to find temu was called upon to write the script of this movie. truly repulsive and disturbing movie that was a complete waste of time. i genuinely do not understand how many reviews are anything above a 3/10."
"1994","the dark knight","cjonesas",2023-12-22,5," [4.8] love: the word!
","and you wonder why some ""things"", ""elements"", ""humans"" and ""situations"" in the world are the way they are!a semi-disgusting fictional tale of a movie where the screenplay and acting are so ""on point"" that you end up either loving or hating it.judging is for ""judges"" and you may think hard ('saltburn' made it easy for you) as to why sociopaths and psychopaths roam the earth?! as long as you breath air, fuel and combustion to such behavior, make a grandor of it, you are an accomplice to the act.screenplay/storyline/plots: 2.5development: 7.5realism: 7entertainment: 3acting: 6.5filming/photography/cinematography: 8vfx: 8music/score/sound: 7depth: 4.5logic: 2.5flow: 2comedy/drama/thriller: 3.5ending: 1."
"1995","the dark knight","mrspastrymaker",2023-12-29,1," nothing new here.
","i had a serious case of deja-vu watching saltburn. predictable, dated, gross for the sake of it & slow in the extreme.the only good thing was the barry keoghan naked dance sequence well he is quite sexy afterall.richard e grant & the gone girl actress are always watchable as is barry keoghan but i've seen the square, triangle of sadness & midsommar so if you want a messed up film to watch then this predictable teenage dramedy isn't going to cut it i'm afraid.just watch the talented mr ripley & then fast forward saltburn to the dance sequence. job done.the soundtrack is ok as far as soundtracks go."
"1996","the dark knight","allylolly",2023-11-23,1," pass the sick bucket
","it was attractive to look at and acting was very good but that's all. it left me feeling sick and uncomfortable and i really didn't see the point in the gross sex scenes. if the point was to shock then it did that but i wasn't impressed. i don't know why anyone would enjoy this film. almost all the characters were horrible and vacuous and it was a waste of my time. i saw it with my 15yr old daughter who has seen a lot of scary adult themed films. she also thought it was gross. i judge a film on whether i would want to see it again and i absolutely would not. i'd like it removed from my memory."
"1997","the dark knight","rtb-34633",2023-12-22,2," just awful pastiche
","truly awful. why did they bother? miss marple would have solved it within seconds, as did we. a dull pastiche of brideshead crossed with some downton nonsense and the talented mr ripley. far too long. would have been worth one of those hour-long tv whodunits. awful. as for the acting, well, lack of it. it must have been cobbled together in an afternoon. the characters aren't just wooden they are balsa wood and the ones who are known just play themselves. some grim stately pile will have made a few bob for letting the gilm crew in, so at least it paid for the grass to be mown. poor form having to explain what was such an obvious plot. hey ho."
"1998","the dark knight","waedliman",2023-12-23,4," like a bad telenovela
","there are probably only two camps when it comes to this movie. some will celebrate it (and misunderstand it), others will reject it because they find it undemanding and confusing. i belong to the second category. maybe i'm too old and have seen enough movies to be able to say that the plot of saltburn isn't really new. i also know absolutely fabulous, so i can see quite clearly that rosamunde pike seems to have stolen from jennifer saunders. her dialog, her tone of voice, everything is reminiscent of edwina monsoon, saunders' character. apart from that, this comedy is not a comedy at all, but mixes satire with drama, is rarely funny, but mostly you wait for the supposedly too obscene scenes, only to realize that they are more likely the result of good marketing around the film. yes, they are unusual, but they fit well with the character of the main character, a narcissist who thinks he has fallen for someone, but whose real goal is something completely different. you eventually realize that this oliver is not the victim he claims to be, but an exceedingly clever fellow who has the entire aristocracy in his pocket. emereld fennell's direction is addicted to beautiful images on the one hand, but on the other we see party scenes like something out of a bad spanish tv series. everything just doesn't want to fit together. in the end, i'm ashamed that i stuck it out. it's not worth it in the end."
"1999","the dark knight","mothrovks",2024-02-21,9," i loved it, but it's not for everyone
","yes, it's overhyped. yes, it's not that disturbing but i found that it's quickly become one of my modern favourites. the cinematography is stunning and i was easily invested in all the characters, it was easy to become invested in oliver's story and side with him even though he is the villain (in a traditional sense). the story was easy to predict, but i don't truly find that a fault. yes, it's been done before but it was a beautifully crafted film with, what i think to be wonderful writing and attention to detail.over all i really loved it, its not everyone's cup of tea most definitely but it sure is mine."
"2000","the dark knight","katiebakedbeanz",2023-12-26,3," watched this because of the potential - it drains you ..
","i initially added this to my watchlist because1. richard w grant
2. reece shearsmithimmediately thought posh comedy hijinks akin to julia davis' amazing and alas short-lived ""bad sugar"".(i know that's not a good reason to watch but the potential i saw was there).got round to watching it and (i know this is very mean ) and saw everyone (else's) favourite barry keough in it as the main character. oooohhh no it's not a comedy, it's a drama with a silent dy.yes he's intense, yes he can act, but he has zero charisma. nothing that can keep me entertained or keep watching. he seems like he'd suck the fun out of everything in real life and his plasticine face just irks me too.jacob elordi on the other hand seems very comfortable in his role.. almost like he isn't acting and seems incredibly posh. as someone else has mentioned this does seem to be ""posh propaganda"".farleigh might be the only relatable character in this but his character isnt relatable because he's awful.as to the story - it's soooooo old hat i had to keep reminding myself that this was released in 2023. brideshead and the talented mr ripley are as close in their dna to this that rather than being twins, they're actually clones.will not be watching this again."
"2001","the dark knight","preppy-3",2023-11-23,6," i give it a marginal recommendation
","a strange one. oliver (barry keoghan who looks like a young john hurt) is attending oxford university in the uk. he's shy and withdrawn. then he meets outgoing, charasmatic felix (jacob eldordi) and they become friends. felix invites oliver to spend the summer at his huge estate with him and his family. however his family is heavily dysfunctional and things get out of control. it all leads to an incredible twist ending that i didn't see coming. it's well-made and the acting is good. however it's slow-moving and the thick accents render some of the dialogue unintelligible. still i give it a marginal recommendation."
"2002","the dark knight","sadianusratt",2023-12-23,1," talented mr ripley minus the talent
","it started off as pretty strong then quickly turned into something like talented mr ripley. the whole thing is like someone from a ""working class"" family gets a taste of rich and wealthy lifestyle and not ready to let it go ever. just like mr ripley the main character dies and some gets the hint and that maybe he's not a nice person after all except the parents. the director also adds some major cringe scenes like the bathtub scene, outside window scene with the sister and the grave scene. the entire film in general has been a total time waste. all these hype and turns out it's just a copycat movie. also just like mr ripley, he (barry) gets rich off the family's wealth and gets away with it. terrible work."
"2003","the dark knight","n-whymark",2023-11-19,10," rollercoaster of a film
","such a banger if a film . had watched the trailer but deliberately did not read any reviews . barry keoghan is one of the main actors who i think is fantastic and such a top class new talent. richard e. grant as well was great. a real mixture of giggles, shocks twists and turns which i never saw coming. a few gasps and hands over the eyes moments . i don't want to give any spoilers as i think it ruins the experience of the film . set in a beautiful mansion house with fantastic scenery and filming . i would watch this again just to see if i pick anything up i missed the first time . top class film , acting and plot."
"2004","the dark knight","ernesti",2023-12-25,3," a social commentary that doesn't deliver as a film
","while watching the film i found myself constantly snacking and doing other chores and still getting bored just listening to the dialogue that does not tell the story. the absense of musical score, tension and poor pacing made this two hour film a great ordeal to overcome.there are filmmakers that have a lot to say and their movies lack unnecessary scenes and dialogs and are completely polished and engage the viewer completely. this movie has none of that. its maker obviously had social commentary in mind and she had seen ""call me by your name"" too. then it needs some disgusting and provocative scenes that didn't appear to do the trick because the maker failed to deliver the shock.it left me very little ideas to interpret and in the end it ended up being this the rich vs. the poor type of social commentary and climbing up in the foodchain kind of art movie. it was just too boring and didn't really give me the thrill of seeing a great piece of cinema. also using letterbox aspect was a poor artistic choice."
"2005","the dark knight","jromanbaker",2024-01-04,2," i liked the minotaur statue
","long, long ago there was a horror film made in 3d called ' the maze ' and in the centre there was something shocking and terrible. in this film there is something beautiful and threatening. a minotaur statue with more sexual potency than anything else in this meandering film. i like to think this statue was going to bring down the house of the ruling classes, but alas statues move terribly slowly. in all seriousness ( that's a laugh ) with shades of ' theorem ' and ' the servant ' a handsome young man gets involved with horror of horrors another young man and takes him home to his architecturally appalling pile and introduces him to daddy, mummy and infantile sister. familiar territory and with veiled homoeroticism a gullible audience like me gets a few hammer horror shocks. the grave scene by the way is not that shocking and only one scene is but no more spoilers. the actors do their best, but the two leading young males seemed to walk and dance their way through, but mulligan and pike steal what is left to steal. putting it gently i give it a three because in some weird way it does represent the uk today, and as an historical document for the future it maybe valid. if cinema as we feebly know it now exists by then."
"2006","the dark knight","bwren72",2024-01-06,1," disturbingly bad waste of time
","the movie is about a smart creepy kid that tries to leech off of the rich well to do family of the only friend he has at oxford over the summer. as the summer progresses his creepiness continues to grow in magnitude and he gets increasingly more pervy with his actions as he slowly kills off the family. i came into it thinking it was a horror or scary movie surrounded with a load of hype only to find temu was called upon to write the script of this movie. truly repulsive and disturbing movie that was a complete waste of time. i genuinely do not understand how many reviews are anything above a 3/10."
"2007","the dark knight","cjonesas",2023-12-22,5," [4.8] love: the word!
","and you wonder why some ""things"", ""elements"", ""humans"" and ""situations"" in the world are the way they are!a semi-disgusting fictional tale of a movie where the screenplay and acting are so ""on point"" that you end up either loving or hating it.judging is for ""judges"" and you may think hard ('saltburn' made it easy for you) as to why sociopaths and psychopaths roam the earth?! as long as you breath air, fuel and combustion to such behavior, make a grandor of it, you are an accomplice to the act.screenplay/storyline/plots: 2.5development: 7.5realism: 7entertainment: 3acting: 6.5filming/photography/cinematography: 8vfx: 8music/score/sound: 7depth: 4.5logic: 2.5flow: 2comedy/drama/thriller: 3.5ending: 1."
"2008","the dark knight","mrspastrymaker",2023-12-29,1," nothing new here.
","i had a serious case of deja-vu watching saltburn. predictable, dated, gross for the sake of it & slow in the extreme.the only good thing was the barry keoghan naked dance sequence well he is quite sexy afterall.richard e grant & the gone girl actress are always watchable as is barry keoghan but i've seen the square, triangle of sadness & midsommar so if you want a messed up film to watch then this predictable teenage dramedy isn't going to cut it i'm afraid.just watch the talented mr ripley & then fast forward saltburn to the dance sequence. job done.the soundtrack is ok as far as soundtracks go."
"2009","the dark knight","allylolly",2023-11-23,1," pass the sick bucket
","it was attractive to look at and acting was very good but that's all. it left me feeling sick and uncomfortable and i really didn't see the point in the gross sex scenes. if the point was to shock then it did that but i wasn't impressed. i don't know why anyone would enjoy this film. almost all the characters were horrible and vacuous and it was a waste of my time. i saw it with my 15yr old daughter who has seen a lot of scary adult themed films. she also thought it was gross. i judge a film on whether i would want to see it again and i absolutely would not. i'd like it removed from my memory."
"2010","the dark knight","rtb-34633",2023-12-22,2," just awful pastiche
","truly awful. why did they bother? miss marple would have solved it within seconds, as did we. a dull pastiche of brideshead crossed with some downton nonsense and the talented mr ripley. far too long. would have been worth one of those hour-long tv whodunits. awful. as for the acting, well, lack of it. it must have been cobbled together in an afternoon. the characters aren't just wooden they are balsa wood and the ones who are known just play themselves. some grim stately pile will have made a few bob for letting the gilm crew in, so at least it paid for the grass to be mown. poor form having to explain what was such an obvious plot. hey ho."
"2011","the dark knight","waedliman",2023-12-23,4," like a bad telenovela
","there are probably only two camps when it comes to this movie. some will celebrate it (and misunderstand it), others will reject it because they find it undemanding and confusing. i belong to the second category. maybe i'm too old and have seen enough movies to be able to say that the plot of saltburn isn't really new. i also know absolutely fabulous, so i can see quite clearly that rosamunde pike seems to have stolen from jennifer saunders. her dialog, her tone of voice, everything is reminiscent of edwina monsoon, saunders' character. apart from that, this comedy is not a comedy at all, but mixes satire with drama, is rarely funny, but mostly you wait for the supposedly too obscene scenes, only to realize that they are more likely the result of good marketing around the film. yes, they are unusual, but they fit well with the character of the main character, a narcissist who thinks he has fallen for someone, but whose real goal is something completely different. you eventually realize that this oliver is not the victim he claims to be, but an exceedingly clever fellow who has the entire aristocracy in his pocket. emereld fennell's direction is addicted to beautiful images on the one hand, but on the other we see party scenes like something out of a bad spanish tv series. everything just doesn't want to fit together. in the end, i'm ashamed that i stuck it out. it's not worth it in the end."
"2012","the dark knight","mothrovks",2024-02-21,9," i loved it, but it's not for everyone
","yes, it's overhyped. yes, it's not that disturbing but i found that it's quickly become one of my modern favourites. the cinematography is stunning and i was easily invested in all the characters, it was easy to become invested in oliver's story and side with him even though he is the villain (in a traditional sense). the story was easy to predict, but i don't truly find that a fault. yes, it's been done before but it was a beautifully crafted film with, what i think to be wonderful writing and attention to detail.over all i really loved it, its not everyone's cup of tea most definitely but it sure is mine."
"2013","the dark knight","katiebakedbeanz",2023-12-26,3," watched this because of the potential - it drains you ..
","i initially added this to my watchlist because1. richard w grant
2. reece shearsmithimmediately thought posh comedy hijinks akin to julia davis' amazing and alas short-lived ""bad sugar"".(i know that's not a good reason to watch but the potential i saw was there).got round to watching it and (i know this is very mean ) and saw everyone (else's) favourite barry keough in it as the main character. oooohhh no it's not a comedy, it's a drama with a silent dy.yes he's intense, yes he can act, but he has zero charisma. nothing that can keep me entertained or keep watching. he seems like he'd suck the fun out of everything in real life and his plasticine face just irks me too.jacob elordi on the other hand seems very comfortable in his role.. almost like he isn't acting and seems incredibly posh. as someone else has mentioned this does seem to be ""posh propaganda"".farleigh might be the only relatable character in this but his character isnt relatable because he's awful.as to the story - it's soooooo old hat i had to keep reminding myself that this was released in 2023. brideshead and the talented mr ripley are as close in their dna to this that rather than being twins, they're actually clones.will not be watching this again."
"2014","the dark knight","mathias-31277",2023-12-27,1," imo: ungodly decayed garbage, but...
","... just read the new york time review by wesley morris to get a more sophiticated answer. he's a movie critic, who got it right. it still boils down to my initial take.i'll give you this quote:"" ""saltburn"" is the sort of embarrassment you'll put up with for 75 minutes. but not for 127. it's too desperate, too confused, too pleased with its petty shocks to rile anything you'd recognize as genuine excitement.""there you have it. i post this here, just to make sure, i did my part. not even kidding. i did not make it through this one. if you have a choice, choose wisely. i warned you. there is plenty of good options."
"2015","the dark knight","remy_azhary",2023-12-30,2," literally a ""mr ripley"" rip-off
","i was wondering what the fuss was about. but then again, they obviously had not seen the talented mr ripley. basically the same premise. a nobody weaving himself into the lives of the wealthy.while barry keoghan is a gifted actor his only shines in showcasing the erotic thriller aspect of his character. but that's actually a good thing.it's just that he probably could very well do some other movies to showcase that range of his but not this one.as for the cast, they could very well be done by unknowns. speaking of which, with an actor like carey mulligan she deserves more screen time. yet her role was in just a few scenes then she's gone. jacob elordi, too, could do something bigger especially with his name on the rise.like i said, the movie is not something that had not been done before. it's just flashy and posh.before watching this, i was hoping that there could be something actually happening between the barry keoghan and jacob elordi. but all we get were male nude scenes."
"2016","the dark knight","rgxdzrybr",2024-02-01,1," overrated
","i seriously question the praise for this movie. what is going on with people so easily taken in by this because it's supposed to be a dark comedy or satire?the way the main character gets off on the bodily fluids of certain characters is for shock . the idea is that he's vampiric in his obsession with them but emerald fennell who wrote and directed it chooses one of the most grotesque ways of expressing this. it's supposedly a lampooning of the wealthy but they come across in a way we have grown to use to. self satisfied, rude , patronizing when they play their games with lower classes and wannabes. if anything it seems to be saying beware of anyone not impossibly wealthy they will take advantage. nothing the main character does to them makes us care about them so it's all pointless.parasite was good commentary topic of classism. saltburn is dreadful. some decent acting but not enough to make a difference .i also get tired of being told something is a dark comedy when it isn't. fargo was a good dark comedy with a moral center and genuinely funny as well. filmmakers need to look at films like fargo or burn after reading or the apartment and learn how to write a good dark comedy."
"2017","the dark knight","pedroreviews",2024-01-30,1," saltburn: a depressing descent into tasteless trash
","prepare to be subjected to a barrage of pretentiousness, boredom, and gratuitously disturbing content in saltburn, a film that fails spectacularly on every level. this pretentious, nonsensical, and disturbing film is a cinematic abomination that will leave you questioning the sanity of its creators and the critics who have showered it with praise.from the very first scene, you'll be bombarded by the film's overly stylized visuals and pretentious dialogue, which, in this case, is not just a gimmick but a deliberate attempt to mask the film's lack of substance. the 1.37:1 aspect ratio, reminiscent of classic films, is used as a crutch, not a tool, to elevate what is essentially a shallow and pretentious mess.the film's characters are a walking disaster zone, a collection of vapid and morally questionable individuals whose actions are as questionable as their motivations. their dialogue is cringeworthy, their actions are nonsensical, and their overall presence is utterly repellent. you'll find yourself struggling to identify with any of them, let alone care about their lives.the plot, if you can call it that, is a convoluted mess of twists and turns that serve no purpose but to confuse and disgust. the film tries to be edgy and suspenseful, but it's just plain gross and exploitative. you'll find yourself squirming in your seat as you witness the characters engage in their endless stream of pretentious conversations, over-the-top dramatics, and graphic, disturbing scenes.saltburn's attempts to be ""edgy"" and ""shocking"" with its gratuitously explicit content and morally reprehensible characters only make it more unbearable. it's as if the filmmakers were trying too hard to shock and offend, but they failed miserably.saltburn is a prime example of how style can't compensate for a complete lack of taste and substance. the film is visually unappealing, the characters are utterly forgettable, and the plot is a nonsensical mess. if you're looking for an engaging and entertaining film, steer clear of saltburn. you're better off watching paint dry."
"2018","the dark knight","cinemapersonified",2023-10-31,7," pretty good movie
","rating: 7.6
overall, a bold attempt at a grand movie in emerald fennell's sophomore effort as she really builds the grand world of saltburn through cinematography and production design and gets a lot out of her actors (especially barry keoghan and jacob elordi), but, in the end, is held back by having too many continuity issues/loose ends and going overboard with the more grotesque scenes.decent to pretty good direction (controlled her scenes well on a macro-scale as she used the cinematography and the sets to tell how grandiose saltburn was (and the dichotomy of how closed off everyone was because of it); did a pretty good job on a micro scale as the one-on-one scenes were good (especially the ones between keoghan and elordi) but the group scenes were not that well executed; the storytelling is overall decent as the overarching story is encapsulated well but the movement between plot points is not as fluid as it could be (with there being some easily spotted continuity issues); some scenes felt very elongated for no reason and were just really meant to shock rather than have any substance), good to very good acting (very good from barry keoghan (really captures the persona of this demented hero well as he shows the lengths the protagonist will go to get what he wants), very good from jacob elordi (really uses his charisma and looks to help propel his performance as he really takes control of all the scenes he is in to act as this heavenly god that the main character is trying to chase), good to very good from rosamund pike (plays the dull/out-of-touch character well and has that elitist british tone that helps with her character), good to very good from richard e. grant (similiar to pike in that he plays a dull/out-of-touch character well), good from alison oliver (has a lot of moments that are good as her character's emotional instability helps portray a young adolescent), good from archie madekwe (plays his character well and has good chemistry being at odds with keoghan), good from carey mulligan (more of a cameo appearance but does a good job in letting her presence be known), good from the rest of the cast (each actor plays their role well as they work off of the main cast)), pretty bad story (the overarching story is interesting and has a lot of mystery to it as the director slowly peels at what is actually going on; the storytelling is not the best as there are a lot of continuity errors (like superbad being played on dvd before it is even out in theaters) and is not that clear at points; the characters were written well and have their clear purpose in the story (with the mystery of the lead character helping drive the story forward); there were just the right amount of plot points (it just felt like some of the overall scenes could have been cut down a bit); the movie does not tie everything up well (and this hurts the story as it is not meant to really have things left open to interpretation)), decent to pretty good screenplay (the dialogue flowed very well and felt like it was of the time and the place; the symbolism is somewhat there but it does not help with portraying the message; the foreshadowing was good as it helped with showing who the main character really is (and was not that predictable)), pretty good score/good soundtrack (really helped with setting the time), incredible cinematography (really felt very grand and helped with showing how big and lost you can be in saltburn), bad sound (the dialogue was not mixed well as a lot of times it was unclear what they were saying or the music was too loud that the dialogue just felt inaudible), decent editing (overall was good and helped with showing how grand saltburn was and how small the subjects were inside it; some of the scenes felt just unnecessarily long and could have been cut to provide the same effect (especially for the more grotesque scenes)), great production design (the sets in saltburn were just so grand and illustrious that they helped with showing the wealth the family had; the college sets were all very stunning as they helped show the history of the school; the party (and aftermath) was designed very well to just show how many people were there), plot structure was good as the points were laid out well and each overall component helped build to the next one (it is just inside of these components it did not feel like the story progressed well between scenes)runtime could have been cut down by making some of the scenes sorter as it would not have that much effect on the story (shaving maybe 5-10 minutes), pacing was fine as it did not feel like it was too fast or slow, climax was decently executed as it is presented in a very shocking way (but the more you think about it the more holes you see in the continuity), tone was very similar to a coming-of-age mixed with a thriller and high-class british themes as this helps show the world the main character is living in, saw a premiere at austin film festival; the grotesque scenes were a bold choice but it does not pay off that well as it just makes the audience feel uneasy than actually showing how deranged some of the actions and characters were."
"2019","the dark knight","pforrest-2",2024-01-08,2," poor, shallow, weak... derivative and ordinary.
","honestly, how does such a dismal movie ever get funding? the most cliche'd plot, average acting, a lead character who manages to be a cross between the wonderful stephen graham and the appalling british politician michael portillo, a truly awful waste of a great actor in carey mulligan, and about four great lines in an average script. totally unbelievable characters, shoddy dialogue, and a stupid storyline. rosamund pyke had the two best lines in the whole film and was sort of believable. apart from that .... great locations... but maybe the money would have been better spent on something more substantial, like decent characterisation and plot."
"2020","the dark knight","yusufpiskin",2023-12-24,5," so wahat..!!
","hasn't american and european cinema gone through the phase of introducing films as 'very brave' by putting a few extreme sexual scenes in them?so, with a few days left until 2024, when will they stop trying to portray gay male characters as feminine and subway sexual?i think the british are doing for barry keoghan what the americans are doing for timothée chalamet... maybe this is a retaliation... the man suddenly started acting in every movie and tv series everywhere...moreover, even though she is 12 years younger than me, people couldn't stop praising her, even though she covered her face, which made her look 25 years older than me, with foundation and gave her the role of a teen-age student, but all her make-up exploded in close-ups.what seemed unique to you about this movie?1999's the talented mr. haven't you watched the ripley movie?haven't you read the book published in 1955 yet?the script looks like a very bad copy.and i beg you, stop making 4:3 movies... while we were happy to be rid of the so-called 3d thing, now we also have the desire of award-winning directors to shoot 4:3 movies..."
"2021","the dark knight","reefmonkey",2024-01-03,1," lazy writing creates a smug, self-satisfied mess
","a talented cast including richard e. grant, rosamund pike, and carey mulligan was wasted on a terrible script with clunky dialogue and a half-baked meandering plot that runs out of steam in the third act. anyone who has seen ""the talented mr. ripely"" will guess that oliver will ingratiate himself with felix, become obsessed with him, do something that weirds him out, and kill him, all in the first 5 minutes of the film. as soon as you see oliver looking at the hedge maze you know that's where he will kill felix. as soon as felix tells oliver he has a ""surprise"" for his birthday, a ""road trip"", you know he's going to take him to see his mother, you know she'll turn out to be perfectly nice and not an addict, and that dad's actually alive and a responsible citizen, too. and once venetia starts calling oliver out after felix's funeral, you know she's going to die. then the supposed ""twist"" at the end is so clumsily set up that it makes m night shyamalan's forced, formulaic plot twists look like freaking hitchcock. it's incredibly unbelievable. oliver saw felix at oxford, just knew if he punctured felix's bicycle tire and then lent him his while pretending to be poor and awkward and pitiable, felix would take him under his wing, invite him to his country manor house so oliver could manipulate the foilbles he just knew felix's gentry family would have, kill them off one by one until he could manipulate the bereaved matriarch into signing over the whole estate to him, which was as legally implausible as it was logically implausible (good thing for ollie wealthy titled socially connected families never have cadet branches that might have something to say about some nobody popping up and having control of the estate signed over to him after three closely timed untimely deaths).and just as there is no rhyme or reason why even the most brilliant mastermind should think that such a far fetched plan that involves passively hoping multiple variables outside his control come to pass, there is also no plausible explanation given for why oliver should choose to target this family. he supposedly loved felix until felix got creeped out by his lies (back to the talented mr ripley rehash), but even before his lies about his parents were discovered, he was screwing venetia and the farleigh for reasons that don't seem to serve his machinations or plot or character development and would threaten his chances with felix. then it is he hated felix, the one guy at oxford who was kind and accepting of him unconditionally. some class warfare motivation is implied, the poor kid (checks notes) scratch that, comfortably middle class kid envíes rich kid (yawn). and then there is the implication maybe oliver did all this just because he's a sociopath, which is a lazy cop out. it's like in a bizarre case of alternative pleading as plot development, director/screenwriter fannell is throwing character motivation options against the wall like so much undercooked pasta to see what sticks.and oliver is not the only character who is poorly fleshed out. the farleigh character is well acted and succeeds in making the audience hate him, but oliver is so over the top creepy and cringy that farleigh's douchebaggery towards him does practically nothing to build audience empathy for oliver. and the way oliver is able to get farleigh disowned so easily by revealing his coke use is as anticlimactic as it is unbelievable. carey mulligan's character is so one dimensional, and barely there before she's unceremoniously killed offscreen with no impact on the characters or the audience that you wonder why fannell bothered to cast a name actor like mulligan in the role at all. richard e grant is the slightly dotty hereditary member of the leisure class, a tired stock character, as is rosamund pike's facilely effusive but actually flinty upper class british woman character, as is venetia's poor little rich girl/wild child.a a psychological thriller this movie is a failure. as a social satire this movie is a failure. as an absurdist black comedy this movie is a failure. it only serves to make the audience uncomfortable for 2 hours while failing to deliver a payoff in either humor or smart ploy list or incisive commentary that would make that discomfort worth it in the end."
"2022","the dark knight","evalovesmovies",2024-01-13,10," visitor q vs funny games =...
","if you loved visitor q, you love this dark dark art movie. if you loved funny games, you'll love this one even more. it's a bit dull the first 20 minutes, but then something disturbing is happening and the story will suck you right in. i couldn't stop watching anymore, sometimes even had to look away of the deep embarrassment of some scenes, that are driven by a deep dark fantasy. and i had to laugh so much about the completely absurdism as well. and the end? well it's not a big surprise, but nevertheless every single strangeness will fall into the right place. it's just a sick movie afterall but i definitely recommend it, if you like the dark places of humor."
"2023","the dark knight","noelleshortreed",2024-02-01,8," i would drink the water, too.
","this movie was beautiful. i can't express that enough. the colors, the framing, everything about it was mesmerizing to look at.i went into this movie completely blind and in theaters and i'm so glad i did. i think it made the experience so much better. if i had watched it at home or if i knew anything about it, i don't think i would have liked it as much.some scenes really were so silly goofy (the bathtub and with venetia in the garden) but i think it was used so tastefully.i think the hype around it now kind of kills the movie, but it's a great watch. the acting was mostly great and the casting was phenomenal."
